snapshot_date,rank,ticker,weight_pct,weight_norm_top10,company_name,target_date,fetched_asof_param
2010-06-30,3,MSFT,1.88,0.0988433228180862,MICROSOFT CORP,2010-06-30,2010-06-30
2010-06-30,4,PG,1.85,0.0972660357518401,PROCTER & GAMBLE,2010-06-30,2010-06-30
2010-06-30,5,JNJ,1.74,0.0914826498422712,JOHNSON & JOHNSON,2010-06-30,2010-06-30
2010-06-30,6,IBM,1.7,0.0893796004206098,INTERNATIONAL BUSINESS MACHINES CO,2010-06-30,2010-06-30
2010-06-30,7,GEC,1.65,0.0867507886435331,GENERAL ELECTRIC,2010-06-30,2010-06-30
2010-06-30,8,JPM,1.56,0.0820189274447949,JPMORGAN CHASE,2010-06-30,2010-06-30
2010-06-30,9,BAC,1.54,0.0809674027339642,BANK OF AMERICA CORP,2010-06-30,2010-06-30
2010-06-30,10,T,1.53,0.0804416403785488,AT&T INC,2010-06-30,2010-06-30
2010-12-31,1,XOM,3.22,0.1735849056603773,EXXON MOBIL CORP,2010-12-31,2010-12-31
2010-12-31,2,AAPL,2.58,0.1390835579514824,APPLE INC,2010-12-31,2010-12-31
2010-12-31,3,MSFT,1.84,0.0991913746630727,MICROSOFT CORP,2010-12-31,2010-12-31
2010-12-31,4,GEC,1.7,0.091644204851752,GENERAL ELECTRIC,2010-12-31,2010-12-31
2010-12-31,5,CVX,1.6,0.0862533692722372,CHEVRON CORP,2010-12-31,2010-12-31
2010-12-31,6,IBM,1.59,0.0857142857142857,INTERNATIONAL BUSINESS MACHINES CO,2010-12-31,2010-12-31
2010-12-31,7,PG,1.57,0.0846361185983827,PROCTER & GAMBLE,2010-12-31,2010-12-31
2010-12-31,8,T,1.52,0.0819407008086253,AT&T INC,2010-12-31,2010-12-31
2010-12-31,9,JNJ,1.48,0.0797843665768194,JOHNSON & JOHNSON,2010-12-31,2010-12-31
